marker,chr,pos
backupUNC020000070,2,1.7646
JAX00090716,2,2.46
UNC020362379,2,3.624
JAX00482758,2,4.6295
UNC020363105,2,5.4564
UNC020006990,2,6.2565
JAX00091167,2,7.4838
backupUNC020008953,2,8.2501
JAX00483492,2,9.0919
backupJAX00215642,2,10.134
JAX00091495,2,10.7278
JAX00483956,2,11.2279
JAX00091646,2,12.0095
backupJAX00484170,2,12.5683
UNC020367883,2,13.202
UNC020369170,2,14.0493
UNC020012740,2,14.6808
backupJAX00485143,2,15.4008
backupUNC020379988,2,16.1952
JAX00092279,2,17.1322
JAX00485514,2,17.6557
backupUNC020013428,2,18.354
backupUNC020014032,2,18.8729
backupUNC020016944,2,19.383
UNC020017461,2,19.9332
backupUNC020017828,2,20.5564
UNC021010863,2,21.806
JAX00486934,2,22.7829
backupJAX00093057,2,23.8078
JAX00216253,2,24.6594
UNC020028580,2,25.193
UNC020035088,2,25.7898
UNC020307473,2,26.4023
UNC020307573,2,27.31
backupUNC020044311,2,28.016
backupJAX00094100,2,28.698
UNC020060188,2,29.982
JAX00489934,2,30.9192
JAX00490136,2,31.659
UNC020076963,2,32.2255
UNC_rs28042522,2,33.5494
backupUNC020080085,2,34.1543
backupUNC020082225,2,35.0057
JAX00095051,2,35.855
backupUNC021167059,2,36.7291
JAX00095208,2,37.8273
backupUNC020086545,2,38.3602
UNC020087824,2,39.126
UNC020094649,2,39.6807
JAX00095623,2,41.0515
UNC020095069,2,41.6599
UNC020401934,2,42.2579
UNC020096714,2,42.79
JAX00492978,2,43.347
backupUNC020098420,2,44.1441
UNC020099315,2,44.751
UNC020103640,2,45.937
backupUNC021817853,2,46.837
UNC020413176,2,47.4532
UNC021821604,2,48.009
JAX00096463,2,48.951
UNC020423988,2,49.454
UNC020441894,2,50.0738
backupUNC020444088,2,50.635
JAX00496857,2,51.7813
UNC020114284,2,52.3932
backupUNC021331957,2,53.068
UNC020459944,2,53.7104
JAX00498409,2,54.433
UNC020131877,2,55.4882
UNC020133662,2,56.0246
UNC020317359,2,56.7124
UNC020482506,2,57.2841
UNC020140262,2,57.8586
UNC020142980,2,58.521
backupUNC020488522,2,59.2812
UNC020151798,2,59.7996
backupUNC020492847,2,60.433
UNC020186170,2,61.3272
UNC020187887,2,61.9499
UNC020765338,2,62.631
backupJAX00503740,2,63.2891
backupUNC021453120,2,64.146
UNC020198084,2,64.7396
UNC020201653,2,65.6366
UNC021478196,2,66.9171
backupJAX00504771,2,67.43
UNC020205216,2,67.9528
backupUNC021894033,2,68.519
JAX00100795,2,69.202
backupUNC021779979,2,69.943
JAX00100983,2,70.4722
UNC020504947,2,71.1722
backupUNC020520144,2,72.9596
JAX00506866,2,73.5309
JAX00101561,2,74.1357
UNC020227334,2,74.743
UNC020230950,2,75.407
UNC020538069,2,76.1424
UNC020233842,2,76.6667
UNC020241827,2,77.262
UNC020248157,2,77.9132
backupUNC020249837,2,78.715
UNC020251618,2,79.29
backupUNC020253086,2,79.978
UNC020256510,2,80.9656
UNC020257161,2,81.675
backupUNC020547744,2,82.4496
backupUNC020548787,2,83.0464
UNC020266358,2,84.1496
UNC021859649,2,85.2465
backupUNC020552380,2,85.934
backupJAX00510901,2,87.222
backuprs27328830,2,87.8155
backupJAX00102906,2,88.3592
backupUNC020284106,2,89.472
UNC020285948,2,90.5886
backupUNC020554460,2,91.912
JAX00103117,2,92.7335
UNC020329635,2,94.2452
UNC020655905,2,94.803
backupUNC020656656,2,97.2144
backupUNC020295237,2,97.8521
UNC021713399,2,99.5471
UNC020555613,2,100.9168
UNC020776755,2,102.4809
UNC021736650,2,103.6592
backupUNC030729939,3,1.639
UNC030764068,3,2.2609
UNC030330798,3,2.8134
UNC030810390,3,3.3688
JAX00104749,3,4.2039
backupUNC030831745,3,4.984
backupUNC030018403,3,5.6974
UNC030019307,3,6.645
JAX00105209,3,7.6858
UNC031787933,3,8.7276
